city,year,month,sales,volume,median,listings,inventory,date
Laredo,2004,11,54,7788265,128000,NA,NA,2004.83333333333
Laredo,2004,12,58,9159687,134300,NA,NA,2004.91666666667
Laredo,2005,1,50,7939691,137500,NA,NA,2005
Laredo,2005,2,56,7949615,122500,NA,NA,2005.08333333333
Laredo,2005,3,91,11206657,112100,NA,NA,2005.16666666667
Laredo,2005,4,62,9182461,125000,NA,NA,2005.25
Laredo,2005,5,74,8971104,96000,NA,NA,2005.33333333333
Laredo,2005,6,77,12308486,145400,NA,NA,2005.41666666667
Laredo,2005,7,81,10904804,119200,NA,NA,2005.5
Laredo,2005,8,86,12707486,122500,NA,NA,2005.58333333333
Laredo,2005,9,71,10108663,127500,NA,NA,2005.66666666667
Laredo,2005,10,77,11834099,145000,NA,NA,2005.75
Laredo,2005,11,69,10648158,137500,NA,NA,2005.83333333333
Laredo,2005,12,75,10736090,118100,NA,NA,2005.91666666667
Laredo,2006,1,54,7659781,131100,NA,NA,2006
Laredo,2006,2,71,9116589,116700,NA,NA,2006.08333333333
Laredo,2006,3,86,11999555,114300,NA,NA,2006.16666666667
Laredo,2006,4,94,13289916,121300,NA,NA,2006.25
Laredo,2006,5,95,14810950,140800,NA,NA,2006.33333333333
Laredo,2006,6,109,16183567,130000,NA,NA,2006.41666666667
Laredo,2006,7,109,16475422,135500,NA,NA,2006.5
Laredo,2006,8,121,16919222,128800,NA,NA,2006.58333333333
Laredo,2006,9,91,16040278,159200,NA,NA,2006.66666666667
Laredo,2006,10,99,16399773,139400,NA,NA,2006.75
Laredo,2006,11,84,23967305,137800,NA,NA,2006.83333333333
Laredo,2006,12,80,11429023,130000,NA,NA,2006.91666666667
Laredo,2007,1,67,10207345,130000,NA,NA,2007
Laredo,2007,2,69,10899321,133800,NA,NA,2007.08333333333
Laredo,2007,3,95,13990359,129100,NA,NA,2007.16666666667
Laredo,2007,4,87,14985848,153800,NA,NA,2007.25
Laredo,2007,5,111,15058318,118200,NA,NA,2007.33333333333
Laredo,2007,6,109,17329145,142500,NA,NA,2007.41666666667
Laredo,2007,7,75,12605836,138800,NA,NA,2007.5
Laredo,2007,8,102,15332545,135000,NA,NA,2007.58333333333
Laredo,2007,9,87,14377973,150800,NA,NA,2007.66666666667
Laredo,2007,10,94,13828337,136400,NA,NA,2007.75
Laredo,2007,11,85,13635932,140900,NA,NA,2007.83333333333
Laredo,2007,12,74,10755379,122000,NA,NA,2007.91666666667
Laredo,2008,1,72,9257946,106700,NA,NA,2008
Laredo,2008,2,68,9359866,132000,NA,NA,2008.08333333333
Laredo,2008,3,84,10969563,124400,766,8.8,2008.16666666667
Laredo,2008,4,83,12119929,120800,767,8.8,2008.25
Laredo,2008,5,82,10661057,117500,751,8.9,2008.33333333333
Laredo,2008,6,98,13996916,116400,771,9.2,2008.41666666667
Laredo,2008,7,82,11330344,120000,799,9.5,2008.5
Laredo,2008,8,89,12900268,130000,788,9.5,2008.58333333333
Laredo,2008,9,90,13979331,137500,795,9.5,2008.66666666667
Laredo,2008,10,93,12256969,111200,805,9.7,2008.75
Laredo,2008,11,68,8590585,115600,808,9.9,2008.83333333333
Laredo,2008,12,79,10721558,124200,709,8.6,2008.91666666667
Laredo,2009,1,57,6778435,110000,759,9.4,2009
Laredo,2009,2,64,9181843,117800,725,9,2009.08333333333
Laredo,2009,3,76,9939860,112000,687,8.6,2009.16666666667
Laredo,2009,4,94,12952459,118300,697,8.6,2009.25
Laredo,2009,5,78,11021686,120000,695,8.6,2009.33333333333
Laredo,2009,6,82,11690800,131400,695,8.8,2009.41666666667
Laredo,2009,7,98,12476056,122200,721,8.9,2009.5
Laredo,2009,8,89,11752055,117700,744,9.2,2009.58333333333
Laredo,2009,9,84,11231398,NA,736,9.2,2009.66666666667
Laredo,2009,10,82,12015974,NA,738,9.3,2009.75
Laredo,2009,11,86,11951504,126700,745,9.2,2009.83333333333
Laredo,2009,12,94,12742358,117100,710,8.7,2009.91666666667
Laredo,2010,1,65,7805316,109000,735,8.9,2010
Laredo,2010,2,66,9392136,105700,748,9,2010.08333333333
Laredo,2010,3,76,10390695,128000,730,8.8,2010.16666666667
Laredo,2010,4,93,11925663,123800,692,8.4,2010.25
Laredo,2010,5,125,17444170,107200,694,8,2010.33333333333
Laredo,2010,6,117,15031451,115600,716,8,2010.41666666667
Laredo,2010,7,75,11005911,120900,NA,NA,2010.5
Laredo,2010,8,90,12232773,117100,723,8.2,2010.58333333333
Laredo,2010,9,74,9948416,115000,756,8.7,2010.66666666667
Laredo,2010,10,75,8829179,97900,706,8.2,2010.75
Laredo,2010,11,79,11818320,132200,681,7.9,2010.83333333333
Laredo,2010,12,78,10448635,126700,663,7.9,2010.91666666667
Laredo,2011,1,54,8447928,140000,682,8.2,2011
Laredo,2011,2,66,8872427,126700,659,7.9,2011.08333333333
Laredo,2011,3,101,14849026,121400,629,7.3,2011.16666666667
Laredo,2011,4,102,14375172,115000,613,7.1,2011.25
Laredo,2011,5,80,9417730,105000,577,7,2011.33333333333
Laredo,2011,6,87,12529508,131200,578,7.2,2011.41666666667
Laredo,2011,7,98,11962258,110000,600,7.3,2011.5
Laredo,2011,8,100,13967971,127500,603,7.3,2011.58333333333
Laredo,2011,9,91,12424149,130000,599,7.1,2011.66666666667
Laredo,2011,10,75,10511071,130000,591,7,2011.75
Laredo,2011,11,65,8585221,123800,578,7,2011.83333333333
Laredo,2011,12,74,11869864,130900,513,6.2,2011.91666666667
Laredo,2012,1,78,11386742,123600,532,6.3,2012
Laredo,2012,2,63,8222568,125000,539,6.4,2012.08333333333
Laredo,2012,3,84,12301781,140000,504,6.1,2012.16666666667
Laredo,2012,4,88,13026546,132900,513,6.3,2012.25
Laredo,2012,5,94,11966878,110000,458,5.5,2012.33333333333
Laredo,2012,6,110,17386131,124600,493,5.8,2012.41666666667
Laredo,2012,7,83,13238351,147100,502,6,2012.5
Laredo,2012,8,92,13702966,140000,503,6.1,2012.58333333333
Laredo,2012,9,79,13114771,154200,456,5.6,2012.66666666667
Laredo,2012,10,106,16153465,145000,459,5.4,2012.75
Laredo,2012,11,88,13302445,142200,484,5.6,2012.83333333333
Laredo,2012,12,84,12969547,132500,464,5.3,2012.91666666667
Laredo,2013,1,88,12293697,121800,458,5.2,2013
Laredo,2013,2,77,11501523,131000,469,5.2,2013.08333333333
Laredo,2013,3,95,12895969,122500,487,5.4,2013.16666666667
Laredo,2013,4,102,14546164,135600,480,5.2,2013.25
Laredo,2013,5,74,10336980,130000,457,5.1,2013.33333333333
Laredo,2013,6,95,14459240,142300,461,5.2,2013.41666666667
Laredo,2013,7,108,17814982,150000,478,5.3,2013.5
Laredo,2013,8,113,17015254,137300,522,5.6,2013.58333333333
Laredo,2013,9,94,15901398,144000,550,5.9,2013.66666666667
Laredo,2013,10,85,14657228,162500,547,6,2013.75
Laredo,2013,11,86,13743070,135000,531,5.8,2013.83333333333
Laredo,2013,12,88,14194520,140000,493,5.4,2013.91666666667
Laredo,2014,1,64,9790364,137100,528,5.9,2014
Laredo,2014,2,76,12949101,152700,538,6,2014.08333333333
Laredo,2014,3,101,18003335,158900,527,5.8,2014.16666666667
Laredo,2014,4,98,13791970,123300,523,5.8,2014.25
Laredo,2014,5,111,16890441,142700,516,5.5,2014.33333333333
Laredo,2014,6,119,19808160,142300,524,5.5,2014.41666666667
Laredo,2014,7,105,16677733,139200,498,5.2,2014.5
Laredo,2014,8,108,17419845,135000,527,5.6,2014.58333333333
Laredo,2014,9,95,18136003,168800,539,5.7,2014.66666666667
Laredo,2014,10,95,14714879,143300,521,5.5,2014.75
Laredo,2014,11,87,14127416,149300,539,5.6,2014.83333333333
Laredo,2014,12,111,17236476,145300,501,5.1,2014.91666666667
Laredo,2015,1,82,12584701,136200,512,5.2,2015
Laredo,2015,2,87,12765758,141000,507,5.1,2015.08333333333
Laredo,2015,3,98,14618757,142900,540,5.4,2015.16666666667
Laredo,2015,4,116,19324087,149200,546,5.4,2015.25
Laredo,2015,5,112,19175304,154500,529,5.2,2015.33333333333
Laredo,2015,6,106,18468901,154300,556,5.6,2015.41666666667
Laredo,2015,7,105,17825899,151800,591,5.9,2015.5
Longview-Marshall,2000,1,73,6170000,68100,1054,8.1,2000
Longview-Marshall,2000,2,100,10120000,85700,1090,8.4,2000.08333333333
Longview-Marshall,2000,3,135,13520000,81100,1079,8.4,2000.16666666667
Longview-Marshall,2000,4,138,13865000,78700,1078,8.2,2000.25
Longview-Marshall,2000,5,141,13910000,82700,1075,8.3,2000.33333333333
Longview-Marshall,2000,6,188,18815000,82500,1075,8.2,2000.41666666667
Longview-Marshall,2000,7,NA,NA,NA,NA,NA,2000.5
Longview-Marshall,2000,8,182,17235000,80600,1075,8.2,2000.58333333333
Longview-Marshall,2000,9,147,13780000,79100,NA,NA,2000.66666666667
Longview-Marshall,2000,10,124,13055000,90000,NA,NA,2000.75
Longview-Marshall,2000,11,134,12225000,78900,NA,NA,2000.83333333333
Longview-Marshall,2000,12,125,12340000,81700,NA,NA,2000.91666666667
Longview-Marshall,2001,1,77,7930000,69400,NA,NA,2001
Longview-Marshall,2001,2,107,9690000,83900,NA,NA,2001.08333333333
Longview-Marshall,2001,3,167,16450000,80900,NA,NA,2001.16666666667
Longview-Marshall,2001,4,178,18440000,83300,1063,7.4,2001.25
Longview-Marshall,2001,5,179,17245000,88000,1063,7.3,2001.33333333333
Longview-Marshall,2001,6,205,20975000,81600,1063,7.2,2001.41666666667
Longview-Marshall,2001,7,160,14955000,82900,962,6.5,2001.5
Longview-Marshall,2001,8,181,19325000,86900,961,6.5,2001.58333333333
Longview-Marshall,2001,9,145,15325000,79700,998,6.7,2001.66666666667
Longview-Marshall,2001,10,142,14610000,82000,974,6.5,2001.75
Longview-Marshall,2001,11,NA,NA,NA,NA,NA,2001.83333333333
Longview-Marshall,2001,12,145,15325000,79700,998,6.5,2001.91666666667
Longview-Marshall,2002,1,110,11865000,93300,943,6,2002
Longview-Marshall,2002,2,NA,NA,NA,NA,NA,2002.08333333333
Longview-Marshall,2002,3,NA,NA,NA,NA,NA,2002.16666666667
Longview-Marshall,2002,4,NA,NA,NA,NA,NA,2002.25
Longview-Marshall,2002,5,NA,NA,NA,NA,NA,2002.33333333333
Longview-Marshall,2002,6,NA,NA,NA,NA,NA,2002.41666666667
Longview-Marshall,2002,7,174,17645000,86000,NA,NA,2002.5
Longview-Marshall,2002,8,NA,NA,NA,NA,NA,2002.58333333333
Longview-Marshall,2002,9,NA,NA,NA,NA,NA,2002.66666666667
Longview-Marshall,2002,10,NA,NA,NA,NA,NA,2002.75
Longview-Marshall,2002,11,NA,NA,NA,NA,NA,2002.83333333333
Longview-Marshall,2002,12,150,14415000,87000,NA,NA,2002.91666666667
Longview-Marshall,2003,1,127,12860000,85000,NA,NA,2003
Longview-Marshall,2003,2,108,10890000,90000,NA,NA,2003.08333333333
Longview-Marshall,2003,3,137,14185000,87800,NA,NA,2003.16666666667
Longview-Marshall,2003,4,144,14945000,85000,NA,NA,2003.25
Longview-Marshall,2003,5,179,17900000,86400,NA,NA,2003.33333333333
Longview-Marshall,2003,6,209,24730000,92100,NA,NA,2003.41666666667
Longview-Marshall,2003,7,179,19040000,87200,NA,NA,2003.5
Longview-Marshall,2003,8,190,22915000,101800,NA,NA,2003.58333333333
Longview-Marshall,2003,9,188,18985000,89600,NA,NA,2003.66666666667
Longview-Marshall,2003,10,173,18550000,85300,NA,NA,2003.75
Longview-Marshall,2003,11,109,12360000,91700,NA,NA,2003.83333333333
Longview-Marshall,2003,12,174,18435000,91800,NA,NA,2003.91666666667
Longview-Marshall,2004,1,115,10820000,82900,NA,NA,2004
Longview-Marshall,2004,2,157,17475000,101200,NA,NA,2004.08333333333
Longview-Marshall,2004,3,185,20475000,88800,NA,NA,2004.16666666667
Longview-Marshall,2004,4,212,22790000,91400,NA,NA,2004.25
Longview-Marshall,2004,5,214,22965000,88200,NA,NA,2004.33333333333
Longview-Marshall,2004,6,234,27605000,98100,NA,NA,2004.41666666667
Longview-Marshall,2004,7,230,26975000,102200,NA,NA,2004.5
Longview-Marshall,2004,8,233,27465000,104100,NA,NA,2004.58333333333
Longview-Marshall,2004,9,190,19510000,86900,NA,NA,2004.66666666667
Longview-Marshall,2004,10,172,20805000,1e+05,1151,6.2,2004.75
Longview-Marshall,2004,11,150,14415000,87000,1154,6.1,2004.83333333333
Longview-Marshall,2004,12,191,21795000,95600,940,4.9,2004.91666666667
Longview-Marshall,2005,1,161,18610000,88100,1130,5.8,2005
Longview-Marshall,2005,2,163,16805000,88800,1148,5.9,2005.08333333333
Longview-Marshall,2005,3,173,19200000,99600,1152,6,2005.16666666667
Longview-Marshall,2005,4,226,24315000,96200,1170,6,2005.25
Longview-Marshall,2005,5,218,26390000,101600,1175,6,2005.33333333333
Longview-Marshall,2005,6,255,32645000,100400,1180,6,2005.41666666667
Longview-Marshall,2005,7,229,28890000,109300,1180,6,2005.5
Longview-Marshall,2005,8,292,34350000,101700,1180,5.9,2005.58333333333
Longview-Marshall,2005,9,191,22650000,101500,1180,5.8,2005.66666666667
Longview-Marshall,2005,10,220,26560000,104700,1175,5.7,2005.75
Longview-Marshall,2005,11,183,24005000,110000,1170,5.6,2005.83333333333
Longview-Marshall,2005,12,185,21630000,96500,1170,5.6,2005.91666666667
Longview-Marshall,2006,1,139,14625000,91200,1120,5.4,2006
Longview-Marshall,2006,2,197,22775000,101200,1069,5.1,2006.08333333333
Longview-Marshall,2006,3,250,32330000,111500,1073,5,2006.16666666667
Longview-Marshall,2006,4,220,29515000,117100,1113,5.2,2006.25
Longview-Marshall,2006,5,258,32830000,108000,1141,5.2,2006.33333333333
Longview-Marshall,2006,6,266,33660000,108100,1016,4.6,2006.41666666667
Longview-Marshall,2006,7,245,34075000,125400,1199,5.4,2006.5
Longview-Marshall,2006,8,257,37295000,127600,1010,4.6,2006.58333333333
Longview-Marshall,2006,9,225,30210000,117500,1181,5.4,2006.66666666667
Longview-Marshall,2006,10,245,28940000,101100,1158,5.2,2006.75
Longview-Marshall,2006,11,190,24980000,111200,1086,4.9,2006.83333333333
Longview-Marshall,2006,12,204,24160000,109500,1091,4.9,2006.91666666667
Longview-Marshall,2007,1,143,17710000,111200,1128,5,2007
Longview-Marshall,2007,2,204,25200000,110400,1023,4.5,2007.08333333333
Longview-Marshall,2007,3,223,31340000,123600,1220,5.5,2007.16666666667
Longview-Marshall,2007,4,265,41980000,135600,1223,5.4,2007.25
Longview-Marshall,2007,5,265,37495000,126100,1300,5.7,2007.33333333333
Longview-Marshall,2007,6,260,38395000,126500,1312,5.8,2007.41666666667
Longview-Marshall,2007,7,251,36715000,130500,1320,5.8,2007.5
Longview-Marshall,2007,8,267,38115000,119700,1194,5.2,2007.58333333333
Longview-Marshall,2007,9,160,21850000,122400,1370,6.1,2007.66666666667
Longview-Marshall,2007,10,204,26850000,120000,1320,6,2007.75
Longview-Marshall,2007,11,196,26115000,125000,1306,5.9,2007.83333333333
Longview-Marshall,2007,12,151,19850000,120600,1238,5.7,2007.91666666667
Longview-Marshall,2008,1,145,20260000,115300,1352,6.3,2008
Longview-Marshall,2008,2,169,21890000,114600,1325,6.2,2008.08333333333
Longview-Marshall,2008,3,187,25675000,128300,1418,6.8,2008.16666666667
Longview-Marshall,2008,4,196,28385000,125700,1439,7,2008.25
Longview-Marshall,2008,5,219,30765000,126100,1517,7.6,2008.33333333333
Longview-Marshall,2008,6,242,36420000,136000,1544,7.8,2008.41666666667
Longview-Marshall,2008,7,226,32580000,124800,1364,6.9,2008.5
Longview-Marshall,2008,8,216,30430000,123800,1491,7.7,2008.58333333333
Longview-Marshall,2008,9,217,30585000,133100,1271,6.4,2008.66666666667
Longview-Marshall,2008,10,187,26220000,118800,1216,6.2,2008.75
Longview-Marshall,2008,11,134,18580000,121200,1288,6.8,2008.83333333333
Longview-Marshall,2008,12,159,2.2e+07,115900,1236,6.5,2008.91666666667
Longview-Marshall,2009,1,91,12255000,107800,1296,6.9,2009
Longview-Marshall,2009,2,132,18075000,118800,1327,7.2,2009.08333333333
Longview-Marshall,2009,3,169,22700000,119400,1348,7.4,2009.16666666667
Longview-Marshall,2009,4,133,19190000,128300,1415,8,2009.25
Longview-Marshall,2009,5,186,27160000,132600,1461,8.4,2009.33333333333
Longview-Marshall,2009,6,196,28555000,129100,1474,8.6,2009.41666666667
Longview-Marshall,2009,7,228,31915000,127000,1514,8.9,2009.5
Longview-Marshall,2009,8,174,24685000,130000,1529,9.1,2009.58333333333
Longview-Marshall,2009,9,187,26260000,127200,1479,9,2009.66666666667
Longview-Marshall,2009,10,176,22610000,121500,1452,8.9,2009.75
Longview-Marshall,2009,11,202,27130000,120700,1409,8.3,2009.83333333333
Longview-Marshall,2009,12,157,19985000,116500,1361,8,2009.91666666667
Longview-Marshall,2010,1,111,14715000,116200,1472,8.6,2010
Longview-Marshall,2010,2,116,17599147,120000,1507,8.9,2010.08333333333
Longview-Marshall,2010,3,208,26017297,124200,1622,9.4,2010.16666666667
Longview-Marshall,2010,4,218,22400739,120000,1636,9.1,2010.25
Longview-Marshall,2010,5,221,33817350,131800,1708,9.3,2010.33333333333
Longview-Marshall,2010,6,217,32613928,132700,1707,9.2,2010.41666666667
Longview-Marshall,2010,7,161,24367750,139400,1672,9.3,2010.5
Longview-Marshall,2010,8,213,31101732,128400,1653,9.1,2010.58333333333
Longview-Marshall,2010,9,173,23016386,128600,1648,9.1,2010.66666666667
Longview-Marshall,2010,10,159,23335704,127600,1577,8.8,2010.75
Longview-Marshall,2010,11,142,19831178,122900,1577,9,2010.83333333333
Longview-Marshall,2010,12,140,18668950,125300,1529,8.8,2010.91666666667
Longview-Marshall,2011,1,108,19579215,114300,1569,9.1,2011
Longview-Marshall,2011,2,113,15417450,124300,1621,9.4,2011.08333333333
Longview-Marshall,2011,3,170,25196242,140000,1663,9.8,2011.16666666667
Longview-Marshall,2011,4,183,27077018,129400,1724,10.3,2011.25
Longview-Marshall,2011,5,170,27195115,129600,1775,10.9,2011.33333333333
Longview-Marshall,2011,6,186,27010895,132700,1802,11.3,2011.41666666667
Longview-Marshall,2011,7,NA,NA,NA,NA,NA,2011.5
Longview-Marshall,2011,8,224,30826013,126000,1648,10.3,2011.58333333333
Longview-Marshall,2011,9,197,56030424,126600,1648,10.1,2011.66666666667
Longview-Marshall,2011,10,164,24958738,143000,1640,10,2011.75
Longview-Marshall,2011,11,129,19232592,139500,1596,9.8,2011.83333333333
Longview-Marshall,2011,12,160,25336012,148000,1545,9.4,2011.91666666667
Longview-Marshall,2012,1,100,13769005,124000,1555,9.5,2012
Longview-Marshall,2012,2,137,18563510,123000,1590,9.6,2012.08333333333
Longview-Marshall,2012,3,186,27303859,137500,1585,9.5,2012.16666666667
Longview-Marshall,2012,4,202,31139840,143100,1627,9.6,2012.25
Longview-Marshall,2012,5,189,32348879,147900,1630,9.6,2012.33333333333
Longview-Marshall,2012,6,222,35220040,140700,1747,10.1,2012.41666666667
Longview-Marshall,2012,7,202,31827437,147400,1717,9.8,2012.5
Longview-Marshall,2012,8,223,30900788,128300,1718,9.8,2012.58333333333
Longview-Marshall,2012,9,223,23362440,128300,1743,9.8,2012.66666666667
Longview-Marshall,2012,10,154,22657410,134100,1678,9.5,2012.75
Longview-Marshall,2012,11,146,21930028,132500,1644,9.2,2012.83333333333
Longview-Marshall,2012,12,134,20396687,131700,1600,9.1,2012.91666666667
Longview-Marshall,2013,1,149,20259114,114500,1620,9,2013
Longview-Marshall,2013,2,131,19424973,135000,1615,9,2013.08333333333
Longview-Marshall,2013,3,203,29953982,139400,1655,9.1,2013.16666666667
Longview-Marshall,2013,4,210,33968684,149200,1745,9.6,2013.25
Longview-Marshall,2013,5,194,32118039,144100,1826,10,2013.33333333333
Longview-Marshall,2013,6,209,43348451,147100,1871,10.3,2013.41666666667
Longview-Marshall,2013,7,213,35821193,152100,1914,10.5,2013.5
Longview-Marshall,2013,8,221,34595468,145000,1819,10,2013.58333333333
Longview-Marshall,2013,9,191,28801523,141400,1794,10,2013.66666666667
Longview-Marshall,2013,10,164,25526699,133300,1786,9.9,2013.75
Longview-Marshall,2013,11,138,20128761,135600,1755,9.8,2013.83333333333
Longview-Marshall,2013,12,177,27567332,138200,1721,9.4,2013.91666666667
Longview-Marshall,2014,1,125,18912060,133100,1755,9.7,2014
Longview-Marshall,2014,2,160,25276026,138900,1771,9.6,2014.08333333333
Longview-Marshall,2014,3,206,30903221,135000,1883,10.2,2014.16666666667
Longview-Marshall,2014,4,168,28235345,141700,1883,10.4,2014.25
Longview-Marshall,2014,5,219,36949263,151400,1931,10.6,2014.33333333333
Longview-Marshall,2014,6,223,33493788,134200,1976,10.8,2014.41666666667
Longview-Marshall,2014,7,231,31692129,135800,1996,10.8,2014.5
Longview-Marshall,2014,8,215,33853202,138000,1973,10.7,2014.58333333333
Longview-Marshall,2014,9,199,32131582,146200,1912,10.3,2014.66666666667
Longview-Marshall,2014,10,188,30594328,133000,1837,9.8,2014.75
Longview-Marshall,2014,11,167,26901273,140400,1718,9.1,2014.83333333333
Longview-Marshall,2014,12,209,34081634,149600,1694,8.8,2014.91666666667
Longview-Marshall,2015,1,134,18224348,131400,1766,9.1,2015
Longview-Marshall,2015,2,144,21730801,140000,1746,9.1,2015.08333333333
Longview-Marshall,2015,3,216,33363322,154100,1807,9.4,2015.16666666667
Longview-Marshall,2015,4,199,31221756,133900,1861,9.5,2015.25
Longview-Marshall,2015,5,219,38018104,152100,1861,9.5,2015.33333333333
Longview-Marshall,2015,6,254,43893511,149400,1889,9.5,2015.41666666667
Longview-Marshall,2015,7,291,48382117,146100,1879,9.3,2015.5
Lubbock,2000,1,110,11615000,86000,723,3.6,2000
Lubbock,2000,2,182,19475000,82900,767,3.8,2000.08333333333
Lubbock,2000,3,213,20790000,78200,764,3.8,2000.16666666667
Lubbock,2000,4,213,21060000,81800,761,3.8,2000.25
Lubbock,2000,5,240,22550000,82100,778,3.9,2000.33333333333
Lubbock,2000,6,256,27920000,84200,754,3.8,2000.41666666667
Lubbock,2000,7,223,23900000,83400,798,4.1,2000.5
Lubbock,2000,8,243,24590000,82300,774,4,2000.58333333333
Lubbock,2000,9,185,19315000,81600,801,4.1,2000.66666666667
Lubbock,2000,10,148,15340000,87800,787,4,2000.75
Lubbock,2000,11,137,12295339,73600,763,3.9,2000.83333333333
Lubbock,2000,12,157,15420000,76600,717,3.7,2000.91666666667
Lubbock,2001,1,156,14670000,81700,767,3.9,2001
Lubbock,2001,2,166,16475000,77400,782,4,2001.08333333333
Lubbock,2001,3,260,26265000,86200,810,4.1,2001.16666666667
Lubbock,2001,4,200,19365000,82700,822,4.2,2001.25
Lubbock,2001,5,253,26790000,84300,833,4.2,2001.33333333333
Lubbock,2001,6,274,28600000,80600,862,4.3,2001.41666666667
Lubbock,2001,7,280,30435000,86300,836,4.1,2001.5
Lubbock,2001,8,260,26945000,83600,860,4.2,2001.58333333333
Lubbock,2001,9,188,18945000,81100,850,4.1,2001.66666666667
Lubbock,2001,10,210,21585000,88500,832,3.9,2001.75
Lubbock,2001,11,169,18220000,86900,769,3.6,2001.83333333333
Lubbock,2001,12,215,22300000,86500,711,3.2,2001.91666666667
Lubbock,2002,1,154,15760000,81300,753,3.4,2002
Lubbock,2002,2,218,21065000,80000,700,3.1,2002.08333333333
Lubbock,2002,3,238,24215000,80500,681,3.1,2002.16666666667
Lubbock,2002,4,252,26790000,88500,643,2.8,2002.25
Lubbock,2002,5,330,35645000,88400,598,2.6,2002.33333333333
Lubbock,2002,6,263,30800000,91600,639,2.8,2002.41666666667
Lubbock,2002,7,271,30305000,89500,655,2.8,2002.5
Lubbock,2002,8,297,34355000,92200,687,2.9,2002.58333333333
Lubbock,2002,9,219,25090000,92400,718,3,2002.66666666667
Lubbock,2002,10,221,24685000,88900,750,3.2,2002.75
Lubbock,2002,11,186,20615000,85700,753,3.2,2002.83333333333
Lubbock,2002,12,244,30370000,92100,697,2.9,2002.91666666667
Lubbock,2003,1,172,20375000,88700,727,3,2003
Lubbock,2003,2,186,20930000,87200,723,3,2003.08333333333
Lubbock,2003,3,216,23980000,92600,711,3,2003.16666666667
Lubbock,2003,4,291,33395000,92800,733,3,2003.25
Lubbock,2003,5,301,34460000,88900,757,3.2,2003.33333333333
Lubbock,2003,6,267,31450000,94500,798,3.3,2003.41666666667
Lubbock,2003,7,301,35355000,99300,853,3.5,2003.5
Lubbock,2003,8,362,42510000,98700,921,3.7,2003.58333333333
Lubbock,2003,9,247,34085000,105700,990,4,2003.66666666667
Lubbock,2003,10,241,28430000,91500,1027,4.1,2003.75
Lubbock,2003,11,193,23695000,100500,1030,4.1,2003.83333333333
Lubbock,2003,12,238,28310000,96100,966,3.8,2003.91666666667
Lubbock,2004,1,146,16215000,89200,1012,4.1,2004
Lubbock,2004,2,170,20650000,94400,1033,4.2,2004.08333333333
Lubbock,2004,3,229,26830000,94500,1040,4.2,2004.16666666667
Lubbock,2004,4,247,28940000,92800,1054,4.3,2004.25
Lubbock,2004,5,330,39250000,93900,1065,4.3,2004.33333333333
Lubbock,2004,6,339,41645000,98800,1104,4.4,2004.41666666667
Lubbock,2004,7,358,42755000,100400,1162,4.5,2004.5
Lubbock,2004,8,300,36730000,95800,1218,4.8,2004.58333333333
Lubbock,2004,9,183,21140000,96600,1246,5,2004.66666666667
Lubbock,2004,10,183,25285000,101700,1259,5.2,2004.75
Lubbock,2004,11,191,24400000,101300,1226,5,2004.83333333333
Lubbock,2004,12,222,27165000,100600,1176,4.9,2004.91666666667
Lubbock,2005,1,154,16835000,86500,1241,5.1,2005
Lubbock,2005,2,192,22210000,95000,1255,5.1,2005.08333333333
Lubbock,2005,3,260,30585000,96700,1254,5.1,2005.16666666667
Lubbock,2005,4,300,37660000,98600,1243,5,2005.25
Lubbock,2005,5,318,38195000,99500,1308,5.2,2005.33333333333
Lubbock,2005,6,338,42710000,105000,1309,5.2,2005.41666666667
Lubbock,2005,7,371,45990000,99900,1421,5.7,2005.5
Lubbock,2005,8,349,4e+07,93300,1459,5.7,2005.58333333333
Lubbock,2005,9,261,32475000,98300,1448,5.5,2005.66666666667
Lubbock,2005,10,262,33195000,101900,1435,5.4,2005.75
Lubbock,2005,11,224,30975000,112600,1392,5.1,2005.83333333333
Lubbock,2005,12,214,25875000,98600,1441,5.3,2005.91666666667
Lubbock,2006,1,180,20580000,85400,1360,5,2006
Lubbock,2006,2,227,29760000,107000,1382,5,2006.08333333333
Lubbock,2006,3,277,33470000,94200,1446,5.2,2006.16666666667
Lubbock,2006,4,289,34610000,99000,1461,5.3,2006.25
Lubbock,2006,5,335,41035000,97100,1483,5.3,2006.33333333333
Lubbock,2006,6,349,42415000,100200,1504,5.4,2006.41666666667
Lubbock,2006,7,393,51165000,108500,1548,5.5,2006.5
Lubbock,2006,8,341,45705000,107400,1555,5.6,2006.58333333333
Lubbock,2006,9,234,30460000,101900,1624,5.9,2006.66666666667
Lubbock,2006,10,238,28600000,98500,1582,5.8,2006.75
Lubbock,2006,11,244,32095000,104800,1608,5.8,2006.83333333333
Lubbock,2006,12,228,29760000,103800,1566,5.6,2006.91666666667
Lubbock,2007,1,193,23880000,101000,1633,5.9,2007
Lubbock,2007,2,237,30730000,103600,1661,5.9,2007.08333333333
Lubbock,2007,3,327,43695000,102400,1636,5.8,2007.16666666667
Lubbock,2007,4,285,33760000,100300,1681,5.9,2007.25
Lubbock,2007,5,380,46560000,101800,1732,6,2007.33333333333
Lubbock,2007,6,373,48930000,107200,1833,6.3,2007.41666666667
Lubbock,2007,7,385,52710000,111900,1907,6.6,2007.5
Lubbock,2007,8,353,46235000,104900,1894,6.5,2007.58333333333
Lubbock,2007,9,214,26225000,97900,1873,6.5,2007.66666666667
